account_id,relationship_id,product,sub_type,balance,tenor_yrs,remaining_yrs,rate_type,spread,orig_fee_pct,rating,collateral,commitment
TL00896,R423,Term Loan,CRE Term,519000.0,5.0,4.61,Floating,0.0177,0.01,4,Real Estate,519000.0
TL00897,R171,Term Loan,Equipment Finance,838000.0,3.0,2.48,Fixed,0.0266,0.0075,7,Senior Secured,838000.0
TL00898,R102,Term Loan,CRE Term,637000.0,7.0,3.33,Floating,0.0162,0.0075,4,Real Estate,637000.0
TL00899,R008,Term Loan,C&I Term,6979000.0,10.0,9.58,Floating,0.0257,0.005,7,Senior Secured,6979000.0
TL00900,R044,Term Loan,Equipment Finance,9002000.0,5.0,1.96,Fixed,0.0272,0.0075,7,Senior Secured,9002000.0
TL00901,R289,Term Loan,C&I Term,4289000.0,3.0,1.58,Floating,0.0201,0.005,6,Unsecured,4289000.0
TL00902,R361,Term Loan,Equipment Finance,751000.0,5.0,4.25,Fixed,0.0197,0.0025,4,Senior Secured,751000.0
TL00903,R127,Term Loan,Equipment Finance,2212000.0,3.0,1.66,Floating,0.0177,0.01,3,Senior Secured,2212000.0
TL00904,R340,Term Loan,Equipment Finance,521000.0,7.0,2.71,Fixed,0.0302,0.0075,7,Senior Secured,521000.0
TL00905,R384,Term Loan,C&I Term,3739000.0,3.0,1.48,Floating,0.0164,0.0075,3,Unsecured,3739000.0
TL00906,R394,Term Loan,C&I Term,9670000.0,10.0,6.01,Floating,0.0185,0.005,4,Senior Secured,9670000.0
TL00907,R012,Term Loan,CRE Term,3624000.0,5.0,3.48,Fixed,0.0328,0.01,7,Real Estate,3624000.0
TL00908,R324,Term Loan,CRE Term,430000.0,5.0,2.62,Floating,0.0222,0.0075,5,Real Estate,430000.0
TL00909,R462,Term Loan,CRE Term,462000.0,7.0,3.82,Floating,0.0268,0.0025,6,Real Estate,462000.0
TL00910,R114,Term Loan,Equipment Finance,1507000.0,3.0,1.23,Floating,0.0209,0.01,5,Senior Secured,1507000.0
TL00911,R227,Term Loan,CRE Term,6121000.0,7.0,4.4,Floating,0.0183,0.01,3,Real Estate,6121000.0
TL00912,R052,Term Loan,C&I Term,252000.0,3.0,1.13,Floating,0.0158,0.01,4,Senior Secured,252000.0
TL00913,R377,Term Loan,C&I Term,1017000.0,7.0,6.26,Floating,0.0266,0.005,7,Senior Secured,1017000.0
TL00914,R145,Term Loan,C&I Term,14395000.0,5.0,3.99,Fixed,0.022,0.0025,6,Unsecured,14395000.0
TL00915,R026,Term Loan,C&I Term,3314000.0,3.0,1.58,Floating,0.0151,0.0025,3,Unsecured,3314000.0
TL00916,R001,Term Loan,C&I Term,36076000.0,7.0,5.58,Floating,0.0227,0.0075,5,Senior Secured,36076000.0
TL00917,R393,Term Loan,Equipment Finance,2210000.0,3.0,0.62,Floating,0.0179,0.01,4,Senior Secured,2210000.0
TL00918,R364,Term Loan,CRE Term,552000.0,3.0,1.43,Floating,0.0324,0.0025,8,Real Estate,552000.0
TL00919,R402,Term Loan,CRE Term,1040000.0,7.0,3.87,Floating,0.0288,0.0075,6,Real Estate,1040000.0
TL00920,R094,Term Loan,C&I Term,1186000.0,5.0,2.88,Fixed,0.0249,0.0025,6,Unsecured,1186000.0
TL00921,R111,Term Loan,CRE Term,614000.0,7.0,5.59,Floating,0.0303,0.01,7,Real Estate,614000.0
TL00922,R006,Term Loan,Equipment Finance,5043000.0,5.0,4.85,Floating,0.0198,0.0025,5,Senior Secured,5043000.0
TL00923,R217,Term Loan,Equipment Finance,4389000.0,5.0,2.52,Fixed,0.0253,0.01,6,Senior Secured,4389000.0
TL00924,R225,Term Loan,CRE Term,602000.0,5.0,2.4,Floating,0.0269,0.0025,6,Real Estate,602000.0
TL00925,R144,Term Loan,Equipment Finance,9347000.0,3.0,2.07,Floating,0.0268,0.005,5,Senior Secured,9347000.0
TL00926,R356,Term Loan,CRE Term,2782000.0,10.0,4.25,Floating,0.029,0.0075,8,Real Estate,2782000.0
TL00927,R108,Term Loan,C&I Term,1288000.0,3.0,0.94,Floating,0.0226,0.01,6,Senior Secured,1288000.0
TL00928,R002,Term Loan,Equipment Finance,17174000.0,5.0,4.85,Floating,0.0134,0.005,4,Senior Secured,17174000.0
TL00929,R430,Term Loan,C&I Term,814000.0,5.0,4.24,Fixed,0.0247,0.01,5,Unsecured,814000.0
TL00930,R177,Term Loan,C&I Term,6213000.0,5.0,4.83,Floating,0.0306,0.0025,7,Senior Secured,6213000.0
TL00931,R073,Term Loan,C&I Term,767000.0,5.0,1.87,Floating,0.0265,0.005,7,Unsecured,767000.0
TL00932,R272,Term Loan,CRE Term,1869000.0,7.0,1.5,Floating,0.0113,0.01,3,Real Estate,1869000.0
TL00933,R221,Term Loan,CRE Term,547000.0,7.0,3.85,Fixed,0.0149,0.005,3,Real Estate,547000.0
TL00934,R334,Term Loan,CRE Term,1097000.0,7.0,6.63,Fixed,0.0236,0.0075,5,Real Estate,1097000.0
TL00935,R236,Term Loan,C&I Term,2604000.0,5.0,1.55,Fixed,0.0192,0.005,4,Senior Secured,2604000.0
TL00936,R368,Term Loan,C&I Term,6489000.0,5.0,1.47,Floating,0.0255,0.005,6,Senior Secured,6489000.0
TL00937,R129,Term Loan,Equipment Finance,465000.0,3.0,0.77,Fixed,0.0153,0.01,3,Senior Secured,465000.0
TL00938,R161,Term Loan,C&I Term,516000.0,7.0,5.68,Floating,0.0275,0.0075,6,Senior Secured,516000.0
TL00939,R079,Term Loan,Equipment Finance,758000.0,5.0,4.14,Floating,0.0231,0.0075,5,Senior Secured,758000.0
TL00940,R022,Term Loan,C&I Term,1526000.0,5.0,3.78,Floating,0.0293,0.0075,7,Senior Secured,1526000.0
TL00941,R266,Term Loan,CRE Term,259000.0,3.0,0.73,Fixed,0.0226,0.01,5,Real Estate,259000.0
TL00942,R029,Term Loan,CRE Term,1301000.0,7.0,5.45,Floating,0.0207,0.005,4,Real Estate,1301000.0
TL00943,R009,Term Loan,Equipment Finance,14056000.0,7.0,3.91,Floating,0.0163,0.01,4,Senior Secured,14056000.0
TL00944,R004,Term Loan,C&I Term,8736000.0,7.0,2.28,Floating,0.0119,0.0075,3,Unsecured,8736000.0
TL00945,R210,Term Loan,Equipment Finance,2002000.0,3.0,1.31,Floating,0.0203,0.01,4,Senior Secured,2002000.0
TL00946,R075,Term Loan,CRE Term,1572000.0,10.0,6.01,Fixed,0.0158,0.01,2,Real Estate,1572000.0
TL00947,R408,Term Loan,CRE Term,2557000.0,3.0,1.39,Fixed,0.0195,0.0025,3,Real Estate,2557000.0
TL00948,R240,Term Loan,CRE Term,279000.0,5.0,4.88,Floating,0.0204,0.005,4,Real Estate,279000.0
TL00949,R330,Term Loan,C&I Term,4389000.0,3.0,1.74,Floating,0.0226,0.005,6,Senior Secured,4389000.0
TL00950,R010,Term Loan,C&I Term,5111000.0,5.0,2.49,Floating,0.0195,0.005,6,Senior Secured,5111000.0
TL00951,R146,Term Loan,C&I Term,828000.0,5.0,3.69,Fixed,0.0183,0.005,4,Senior Secured,828000.0
TL00952,R003,Term Loan,C&I Term,16074000.0,3.0,2.16,Floating,0.0185,0.0025,5,Senior Secured,16074000.0
TL00953,R437,Term Loan,CRE Term,4086000.0,5.0,1.01,Floating,0.0219,0.01,5,Real Estate,4086000.0
TL00954,R371,Term Loan,C&I Term,1275000.0,7.0,4.86,Floating,0.025,0.01,7,Senior Secured,1275000.0
TL00955,R404,Term Loan,C&I Term,2048000.0,7.0,2.77,Floating,0.025,0.0075,7,Senior Secured,2048000.0
TL00956,R010,Term Loan,C&I Term,3450000.0,7.0,3.5,Floating,0.0105,0.005,4,Unsecured,3450000.0
TL00957,R124,Term Loan,C&I Term,4800000.0,5.0,3.83,Floating,0.0144,0.01,5,Senior Secured,4800000.0
TL00958,R400,Term Loan,C&I Term,1253000.0,3.0,1.94,Fixed,0.0163,0.005,3,Senior Secured,1253000.0
TL00959,R181,Term Loan,CRE Term,3515000.0,7.0,3.46,Floating,0.0224,0.005,3,Real Estate,3515000.0
TL00960,R050,Term Loan,C&I Term,2560000.0,3.0,1.0,Floating,0.0267,0.01,5,Senior Secured,2560000.0
TL00961,R418,Term Loan,Equipment Finance,1084000.0,5.0,3.02,Floating,0.0254,0.01,7,Senior Secured,1084000.0
TL00962,R386,Term Loan,C&I Term,9201000.0,3.0,1.37,Floating,0.0254,0.0075,6,Senior Secured,9201000.0
TL00963,R413,Term Loan,C&I Term,1221000.0,7.0,6.51,Floating,0.0185,0.0025,5,Unsecured,1221000.0
TL00964,R496,Term Loan,Equipment Finance,1625000.0,5.0,3.14,Floating,0.0161,0.0025,4,Senior Secured,1625000.0
TL00965,R162,Term Loan,C&I Term,10125000.0,7.0,6.25,Fixed,0.0276,0.01,8,Senior Secured,10125000.0
TL00966,R466,Term Loan,C&I Term,555000.0,5.0,2.56,Floating,0.0188,0.005,4,Senior Secured,555000.0
TL00967,R426,Term Loan,Equipment Finance,3745000.0,5.0,4.31,Fixed,0.0161,0.0075,3,Senior Secured,3745000.0
TL00968,R495,Term Loan,Equipment Finance,5205000.0,5.0,1.23,Floating,0.0228,0.005,5,Senior Secured,5205000.0
TL00969,R230,Term Loan,CRE Term,1629000.0,3.0,1.32,Floating,0.0267,0.005,6,Real Estate,1629000.0
TL00970,R038,Term Loan,C&I Term,3389000.0,5.0,1.31,Floating,0.013,0.01,2,Senior Secured,3389000.0
TL00971,R240,Term Loan,CRE Term,1134000.0,5.0,1.13,Fixed,0.0195,0.0075,4,Real Estate,1134000.0
TL00972,R258,Term Loan,Equipment Finance,1089000.0,5.0,4.68,Fixed,0.0223,0.005,6,Senior Secured,1089000.0
TL00973,R377,Term Loan,Equipment Finance,538000.0,3.0,2.32,Floating,0.0188,0.005,5,Senior Secured,538000.0
TL00974,R466,Term Loan,C&I Term,7344000.0,7.0,4.9,Floating,0.0157,0.0025,4,Senior Secured,7344000.0
TL00975,R102,Term Loan,C&I Term,1103000.0,5.0,3.13,Floating,0.0182,0.0075,3,Unsecured,1103000.0
TL00976,R493,Term Loan,C&I Term,2120000.0,3.0,1.97,Floating,0.013,0.0075,2,Senior Secured,2120000.0
TL00977,R453,Term Loan,C&I Term,1006000.0,3.0,2.13,Fixed,0.0259,0.0025,8,Senior Secured,1006000.0
TL00978,R371,Term Loan,CRE Term,990000.0,5.0,4.31,Floating,0.0276,0.005,7,Real Estate,990000.0
TL00979,R135,Term Loan,C&I Term,913000.0,5.0,3.39,Floating,0.0275,0.0075,8,Senior Secured,913000.0
TL00980,R004,Term Loan,C&I Term,3171000.0,7.0,5.59,Fixed,0.0218,0.0025,4,Senior Secured,3171000.0
TL00981,R096,Term Loan,C&I Term,3469000.0,3.0,1.27,Fixed,0.0236,0.01,6,Senior Secured,3469000.0
TL00982,R055,Term Loan,C&I Term,949000.0,7.0,6.87,Fixed,0.0211,0.01,4,Senior Secured,949000.0
TL00983,R077,Term Loan,C&I Term,3356000.0,5.0,1.13,Floating,0.0221,0.0075,4,Senior Secured,3356000.0
TL00984,R165,Term Loan,C&I Term,505000.0,5.0,2.55,Floating,0.0198,0.0025,5,Senior Secured,505000.0
TL00985,R217,Term Loan,C&I Term,829000.0,7.0,6.34,Floating,0.028,0.0075,7,Senior Secured,829000.0
TL00986,R232,Term Loan,Equipment Finance,641000.0,5.0,1.72,Floating,0.0264,0.01,6,Senior Secured,641000.0
TL00987,R318,Term Loan,C&I Term,4169000.0,3.0,0.94,Floating,0.0197,0.0025,4,Senior Secured,4169000.0
TL00988,R045,Term Loan,CRE Term,656000.0,5.0,2.46,Floating,0.0287,0.01,7,Real Estate,656000.0
TL00989,R007,Term Loan,C&I Term,17180000.0,10.0,5.43,Floating,0.0201,0.01,7,Unsecured,17180000.0
TL00990,R376,Term Loan,C&I Term,8571000.0,10.0,9.47,Floating,0.0264,0.0025,6,Senior Secured,8571000.0
TL00991,R005,Term Loan,CRE Term,9748000.0,3.0,2.61,Floating,0.0166,0.0025,4,Real Estate,9748000.0
TL00992,R471,Term Loan,C&I Term,1311000.0,7.0,4.0,Floating,0.0231,0.0075,5,Senior Secured,1311000.0
TL00993,R094,Term Loan,C&I Term,441000.0,5.0,4.89,Floating,0.0301,0.01,7,Senior Secured,441000.0
TL00994,R132,Term Loan,C&I Term,2616000.0,3.0,2.14,Floating,0.0267,0.01,6,Unsecured,2616000.0
TL00995,R460,Term Loan,CRE Term,1439000.0,7.0,6.29,Fixed,0.0287,0.0075,7,Real Estate,1439000.0
TL00996,R064,Term Loan,C&I Term,1799000.0,5.0,1.98,Fixed,0.0238,0.0075,5,Unsecured,1799000.0
TL00997,R005,Term Loan,CRE Term,12006000.0,5.0,2.96,Floating,0.0195,0.0075,5,Real Estate,12006000.0
TL00998,R121,Term Loan,CRE Term,1778000.0,7.0,1.57,Floating,0.0259,0.0075,5,Real Estate,1778000.0
TL00999,R191,Term Loan,C&I Term,1917000.0,5.0,1.04,Floating,0.0249,0.01,6,Senior Secured,1917000.0
TL01000,R306,Term Loan,C&I Term,623000.0,7.0,5.35,Floating,0.031,0.0025,8,Senior Secured,623000.0
